State,k,lambda,Objective Value,Existing clients,New clients,Existing sum distance,New sum distance,Reassigned Clients,Reassigned Distance,Total Distance,Existing Average,Run Time
Nebraska,12,0,1958.1672297335417,645.0000000000006,53.661856994362964,1958.1672297335417,1168.9468939159858,493.3304956714644,1557.3234931456277,3127.1141236495278,3.0359181856333954,0.877851914614439
Nebraska,13,0,1894.1621454698138,645.0000000000006,53.661856994362964,1894.1621454698138,1168.9468939159858,526.4360523744501,1644.5421265029258,3063.1090393857994,2.936685496852422,0.9777821563184261
Nebraska,14,0,1832.009487823761,645.0000000000006,63.55336355694025,1832.009487823761,1439.5207874989069,529.9716197790635,1595.6921874676652,3271.530275322668,2.840324787323658,0.8201853483915329
Nebraska,15,0,1771.2026974700434,645.0000000000006,65.81336231685522,1771.2026974700434,1422.5464509661565,521.702614841867,1511.3919971023572,3193.7491484362,2.746050693752003,0.8107538633048534
Nebraska,16,0,1724.297102587422,645.0000000000006,72.67485359091897,1724.297102587422,1572.896544389243,528.9858255923734,1493.1689499769311,3297.193646976665,2.673328841220807,0.7322982400655746
Nebraska,17,0,1678.413565576513,645.0000000000006,72.67485359091897,1678.413565576513,1572.8965443892432,537.2105250976451,1475.464659452591,3251.310109965756,2.602191574537227,0.7175457067787647
Nebraska,18,0,1634.032756969394,645.0000000000006,65.81336231685522,1634.032756969394,1396.726664462552,544.3066441958447,1453.6447103220216,3030.759421431946,2.533384119332392,0.6741606816649437
Nebraska,19,0,1591.4147341298594,645.0000000000006,65.8133623168552,1591.4147341298594,1461.3511650873334,552.2650117785879,1432.940375348819,3052.765899217193,2.467309665317609,0.986897699534893
Nebraska,20,0,1550.8011260182682,645.0000000000006,72.67485359091896,1550.8011260182682,1505.264958162833,535.3680790434084,1344.5951556021837,3056.0660841811014,2.4043428310360726,0.8768504410982132
Nebraska,21,0,1510.6998589072448,645.0000000000006,77.25595644501298,1510.6998589072448,1626.1221553628066,535.3680790434086,1304.4938884911605,3136.822014270051,2.342170323887199,1.0277574323117733
